4010101001;Nama Produk;;Nama Material;;Jumlah Per Karton;Satuan
4010113005;WETKINS ANTISEPTIC 24S BND @15X4;3020303005;JR FN 40-76 H 20% R/80%P 40 CM;;1,34784;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010104003;PACKAGING WKN ANTISEPTIC 24S @6060;;60;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;60;PCS
;;2010400091;STC LABEL TEA TREE OIL ;;60;PCS
;;2010607006;PLASTIK PP 16X25CM ;;0,04065;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,006857136;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,016457126;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,006582851;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,002742854;KG
;;1050100032;CHEMICAL TEA TREE OIL ;0,01%;0,000548571;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,02%;0,001097142;KG
;;1050100037;CHEMICAL AQUADEST ;99,48%;5,457183114;KG
;;;;;;
4010114001;WETKINS ANTISEPTIC 50S @24;3020303002;JR FN 40-76 H 20% R/80%P 36 CM;;1,1232;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010106003;PACKAGING WKN ANTISEPTIC 50S @4545;;24;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;24;PCS
;;2010400091;STC LABEL TEA TREE OIL ;;24;PCS
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,00571428;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,013714272;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,005485709;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,002285712;KG
;;1050100032;CHEMICAL TEA TREE OIL ;0,01%;0,000228571;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,15%;0,006857136;KG
;;1050200010;PARFUM GREEN TEA ;0,10%;0,004571424;KG
;;1050100037;CHEMICAL AQUADEST ;99,15%;4,532566896;KG
;;;;;;
3050103001;WIP WETKINS ANTISEPTIC 50S ;3020303010;JR 40-76 H 20% R/80%P 36 CM ADPZ40;;1,1232;KG
;;2010106003;PACKAGING WKN ANTISEPTIC 50S @4545;;24;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;24;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,003117;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,42%;0,017455;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,012468;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,005195;KG
;;1050100037;CHEMICAL AQUADEST ;99,08%;4,117606;KG
;;;;;;
4010114002;WETKINS ANTISEPTIC 50S BND @12X2;3050103001;WIP WETKINS ANTISEPTIC 50S ;;24;PCK
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010606007;POLYBAG WETKINS ANTISEPTIC 50S BND @3875;;12;PCS
;;2013100001;PARTISI COAK 1 205 X 190 MM WETKINS 50S  ;;1;PCS
;;2013100002;PARTISI COAK 1 355 X 190 MM WETKINS 50S  ;;1;PCS
;;;;;;
3050103001;WIP WETKINS ANTISEPTIC 50S ;3020303010;JR 40-76 H 20% R/80%P 36 CM ADPZ40;;1,1232;KG
;Pakai Packaging 80S;2010108003;PACKAGING WKN ANTISEPTICS 80S FT @4166;;24;PCS
;;2010300016;STC REMOVABLE TRANSPARANT ORG @6500;;24;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,003117;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,42%;0,017455;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,012468;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,005195;KG
;;1050100037;CHEMICAL AQUADEST ;99,08%;4,117606;KG
;;;;;;
4010114003;WETKINS ANTISEPTIC 50S FT @24;3050103001;WIP WETKINS ANTISEPTIC 50S ;;24;PCK
;Pakai Packaging 80S;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010400105;STC LABEL 50S ;;72;PCS
;;2010600006;STC BARCODE WETKINS ANTISEPTIC 50S ;;24;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,03864;KG
;;2010203003;STC FLIPTOP WKN ANTISEPTIC 50S FT @4000;;24;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;24;PCS
;;2013100001;PARTISI COAK 1 205 X 190 MM WETKINS 50S  ;;1;PCS
;;2013100002;PARTISI COAK 1 355 X 190 MM WETKINS 50S  ;;1;PCS
;;;;;;
4010114005;WETKINS ANTISEPTIC 50S BND TT @12X2;3020303002;JR FN 40-76 H 20% R/80%P 36 CM;;1,1232;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010106003;PACKAGING WKN ANTISEPTIC 50S @4545;;24;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;24;PCS
;;2010606007;POLYBAG WETKINS ANTISEPTIC 50S BND @3875;;12;PCS
;;2010400091;STC LABEL TEA TREE OIL ;;24;PCS
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,00571428;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,013714272;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,005485709;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,002285712;KG
;;1050100032;CHEMICAL TEA TREE OIL ;0,01%;0,000228571;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,15%;0,006857136;KG
;;1050200010;PARFUM GREEN TEA ;0,10%;0,004571424;KG
;;1050100037;CHEMICAL AQUADEST ;99,15%;4,532566896;KG
;;;;;;
4010114006;WETKINS ANTISEPTIC 50S BND TT @3X6;3020303002;JR FN 40-76 H 20% R/80%P 36 CM;;0,8424;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010106003;PACKAGING WKN ANTISEPTIC 50S @4545;;18;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;18;PCS
;;2010607012;PLASTIK PP 25X40 CM ;;0,0186;KG
;;2010400091;STC LABEL TEA TREE OIL ;;18;PCS
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,00428571;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,010285704;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,004114282;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,001714284;KG
;;1050100032;CHEMICAL TEA TREE OIL ;0,01%;0,000342857;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,02%;0,000685714;KG
;;1050100037;CHEMICAL AQUADEST ;99,48%;3,410739446;KG
;;;;;;
4010114003;WETKINS ANTISEPTIC 50S FT @24;3020303002;JR FN 40-76 H 20% R/80%P 36 CM;;1,1232;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010106006;PACKAGING WKN ANTISEPTIC 50SFT @4347;;24;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;24;PCS
;;2010203003;STC FLIPTOP WKN ANTISEPTIC 50S FT @4000;;24;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;24;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,003428568;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,00571428;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,20%;0,009142848;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,005485709;KG
;;1050100037;CHEMICAL AQUADEST ;99,48%;4,547652595;KG
;;;;;;
4010114004;WETKINS ANTISEPTIC 50S FT @6;3020301001;JR FN 40-76 H 30% R/70%P 37 CM (WETKINS);;0,2808;KG
;;2010717007;CARTON BOX SINGLE WALL 10S & 24S NO 4 ;;1;PCS
;;2010106006;PACKAGING WKN ANTISEPTIC 50SFT @4347;;6;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;6;PCS
;;2010203003;STC FLIPTOP WKN ANTISEPTIC 50S FT @4000;;6;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;6;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,000857142;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,00142857;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,20%;0,002285712;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,001371427;KG
;;1050100037;CHEMICAL AQUADEST ;99,48%;1,136913149;KG
;;;;;;
4010115001;WETKINS ANTISEPTIC 60S BTL @20;3010402001;MR FN 40-76 H 30%R/70%P 152 CM (WKN);;1,44;KG
;;2010721001;CARTON BOX NAOMI 80S ;;1;PCS
;;2010800013;BOTOL WETKINS ;;20;PCS
;;2010800014;CAP BOTOL WETKINS WHITE ;;20;PCS
;;2010608008;PLASTIK PRINTING WETKINS ANTISEPTIC BTL ;;20;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0042768;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,00684288;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,007128;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,20%;0,0114048;KG
;;1050100037;CHEMICAL AQUADEST ;99,48%;5,67274752;KG
;;;;;;
4010116001;WETKINS ANTISEPTIC 80S FT @18;3020303002;JR FN 40-76 H 20% R/80%P 36 CM;;1,34784;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010106006;PACKAGING WKN ANTISEPTIC 50SFT @4347;;18;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;18;PCS
;;2010203007;STC FLIPTOP WKN ANTISEPTIC 80S FT ;;18;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;18;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,004114282;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,006582851;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,006857136;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,20%;0,010971418;KG
;;1050100037;CHEMICAL AQUADEST ;99,48%;5,457183114;KG
;;;;;;
4010116002;WETKINS ANTISEPTIC 80S FT @4;3020303002;JR FN 40-76 H 20% R/80%P 36 CM;;0,29952;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010106006;PACKAGING WKN ANTISEPTIC 50SFT @4347;;4;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;4;PCS
;;2010203007;STC FLIPTOP WKN ANTISEPTIC 80S FT ;;4;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;4;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,000914285;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,001462856;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,001523808;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,20%;0,002438093;KG
;;1050100037;CHEMICAL AQUADEST ;99,48%;1,212707359;KG
;;;;;;
4010117001;WETKINS CLEAN & FLUSH 10S @108;1020000002;JR FLUSHABLE (IMPORT) 15 CM;;1,11375;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;2010103001;PACKAGING WKN CLEAN & FLUSH 10S @6250;;108;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;108;PCS
;;2010607001;PLASTIK PP 20X31 CM ;;9;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;0,67%;0,028729181;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,50%;0,021439688;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO ;0,10%;0,004287938;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,10%;0,004287938;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,005359922;KG
;;1050100037;CHEMICAL AQUADEST ;98,51%;4,223832834;KG
;;;;;;
4010117003;WETKINS CLEAN & FLUSH 30S @48;3050109001;WIP WETKINS CLEAN & FLUSH 30S ;;48;PCK
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;;;;;
3050109002;WIP WETKINS CLEAN & FLUSH 72S ;1020000002;JR FLUSHABLE (IMPORT) 15 CM;;1,47015;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010107001;PACKAGING WKN CLEAN & FLUSH 72S  @4545;;18;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;18;PCS
;;2010203004;STC FLIPTOP CLEAN & FLUSH 72S FT ;;18;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;18;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;0,67%;0,037922519;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,50%;0,028300388;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,10%;0,005660078;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,10%;0,005660078;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,00%;0;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,007075097;KG
;;1050100037;CHEMICAL AQUADEST ;98,51%;5,575459341;KG
;;;;;;
4010117002;WETKINS CLEAN & FLUSH 72S @18;3050109002;WIP WETKINS CLEAN & FLUSH 72S ;;18;PCK
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010203004;STC FLIPTOP CLEAN & FLUSH 72S FT ;;18;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;18;PCS
;;;;;;
3050109001;WIP WETKINS CLEAN & FLUSH 30S ;1020000002;JR FLUSHABLE (IMPORT) 15 CM;;1,225;KG
;;2010105001;PACKAGING WKN CLEAN&FLUSH 30S @5000;;36;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;36;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;0,67%;0,031602099;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,50%;0,023583656;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,10%;0,004716731;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,10%;0,004716731;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,00%;0;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,005895914;KG
;;1050100037;CHEMICAL AQUADEST ;98,51%;4,646216118;KG
;;;;;;
4010117004;WETKINS CLEAN & FLUSH 30S @36;3050109001;WIP WETKINS CLEAN & FLUSH 30S ;;36;PCK
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;;;;;
4010117005;WETKINS CLEAN & FLUSH 72S @16;3050109002;WIP WETKINS CLEAN & FLUSH 72S ;;16;PCK
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010203004;STC FLIPTOP CLEAN & FLUSH 72S FT ;;16;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;16;PCS
;;;;;;
4010117006;WETKINS CLEAN & FLUSH 72S @20;3050109002;WIP WETKINS CLEAN & FLUSH 72S ;;20;PCK
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010203004;STC FLIPTOP CLEAN & FLUSH 72S FT ;;20;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;20;PCS
;;;;;;
4010119001;WETKINS PET WIPES 80S BTL @20;3010602002;MR FN 45-76 H 50%R/50%P 160 CM;;1,944;KG
;;2010721001;CARTON BOX NAOMI 80S ;;1;PCS
;;2010500008;KERTAS LABEL PET WIPES ;;20;PCS
;;2010800006;BOTOL NAOMI ;;20;PCS
;;2010800010;CAP BOTOL NAOMI UNGU ;;20;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0048114;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,00769824;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,30%;0,0192456;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,008019;KG
;;1050200006;PARFUM CITRON LEMON R 0311172 ;0,20%;0,0128304;KG
;;1050100037;CHEMICAL AQUADEST ;99,18%;6,36259536;KG
;;;;;;
4010119002;WETKINS PET WIPES 80S @16;3020303004;JR FN 40-76 H 20% R/80%P 20 CM;;1,92;KG
;;2010716002;CARTON BOX WETKINS 10S @108 ;;1;PCS
;;2010109002;PACKAGING WKN PET WIPES 100S @4000;;16;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;16;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,004752;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0076032;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,30%;0,019008;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,00792;KG
;;1050200006;PARFUM CITRON LEMON R 0311172 ;0,20%;0,012672;KG
;;1050100037;CHEMICAL AQUADEST ;99,18%;6,2840448;KG
;;;;;;
4010120001;WETKINS FRESHENING 18S @18;3021301006;JR FN 80-25 D 50%R/40%P/10%ES 25 CM;;1,944;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010110012;PACKAGING PATIENT WASH CLT BLACK @3846;;18;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;18;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;18;PCS
;;2010203009;STC FLIPTOP WKN FRESHENING 18S FT ;;18;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0056133;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0089813;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,15%;0,0112266;KG
;;1050200009;PARFUM GREEN CANYON ;0,10%;0,0074844;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,0112266;KG
;;1050200029;PARFUM VITAMIN E OIL ACETATE ;0,01%;0,0007484;KG
;;1050100037;CHEMICAL AQUADEST ;99,40%;7,4391194;KG
;;;;;;
4010120003;WETKINS FRESHENING TOWEL 10S @24;3020901004;JR FN 70-25 D 50%R/42.5%P/7.5%ES 21 CM;;0,98784;KG
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2010131002;PACKAGING  GENERAL WET WIPES - HITAM @4761;;24;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;24;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;24;PCS
;;2010203021;STC FLIPTOP WKN FRESHENING 10S FT ;;24;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0056133;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0089813;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,15%;0,0112266;KG
;;1050200010;PARFUM GREEN TEA ;0,10%;0,0074844;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,0112266;KG
;;1050200029;PARFUM VITAMIN E OIL ACETATE ;0,01%;0,0007484;KG
;;1050100037;CHEMICAL AQUADEST ;99,40%;7,4391194;KG
;;;;;;
4010120002;WETKINS FRESHENING TOWEL 1S @432;;;;;
;;;;;;
4010120004;WETKINS FRESHENING TOWEL 1S @24X24;3020901002;JR FN 70-25 D 50%R/42.5%P/7.5%ES 25 CM;;2,016;KG
;;2010101002;PACKAGING WKN FRESHENING 1S @8888;;576;PCS
;;2010607001;PLASTIK PP 20X31 CM ;;0,10056;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0056133;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0089813;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,15%;0,0112266;KG
;;1050200010;PARFUM GREEN TEA ;0,10%;0,0074844;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,0093555;KG
;;1050100037;CHEMICAL AQUADEST ;99,43%;7,4417389;KG
;;;;;;
3050104001;WIP WETKINS BAYI BARU LAHIR 50S ;3020303010;JR 40-76 H 20% R/80%P 36 CM ADPZ40;;0,7488;KG
;;2010106009;PACKAGING WKN BAYI BARU LAHIR @4807;;16;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;16;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;1,00%;0,027706;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,001385;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,003325;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,08%;0,002078;KG
;;1050200030;PARFUM INVISIBLE MOD ;0,05%;0,001385;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,003463;KG
;;1050100042;CHEMICAL OLIVE OIL/PORTA OLIVE ;0,10%;0,002771;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,008312;KG
;;1050100037;CHEMICAL AQUADEST ;98,18%;2,720136;KG
;;;;;;
4010123001;WETKINS BAYI BARU LAHIR 50S BND @8X2;3050104001;WIP WETKINS BAYI BARU LAHIR 50S ;;16;PCK
;;2010716003;CARTON BOX WETKINS 50S ;;1;PCS
;;2013100001;PARTISI COAK 1 205 X 190 MM WETKINS 50S  ;;1;PCS
;;2013100002;PARTISI COAK 1 355 X 190 MM WETKINS 50S  ;;1;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;16;PCS
;;2010203019;STC FLIPTOP WKN BAYI BARU LAHIR @2000;;16;PCS
;;2010400092;STC LABEL BND WETKINS BELI 1 GRATIS 1 @5000;;16;PCS
;;;;;;
3050104002;WIP WETKINS BAYI BARU LAHIR 80S ;3020303010;JR 40-76 H 20% R/80%P 36 CM ADPZ40;;1,19808;KG
;;2010108002;PACKAGING WKN PINK 80S FT @4166;;16;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;16;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;1,00%;0,044329;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,002216;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,005319;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,08%;0,003325;KG
;;1050200030;PARFUM INVISIBLE MOD ;0,05%;0,002216;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,005541;KG
;;1050100042;CHEMICAL OLIVE OIL/PORTA OLIVE ;0,10%;0,004433;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,013299;KG
;;1050100037;CHEMICAL AQUADEST ;98,18%;4,352217;KG
;;;;;;
4010123002;WETKINS BAYI BARU LAHIR 80S BND @8X2;3050104002;WIP WETKINS BAYI BARU LAHIR 80S ;;16;PCK
;;2010716002;CARTON BOX WETKINS 10S @108 ;;1;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;16;PCS
;;2010203019;STC FLIPTOP WKN BAYI BARU LAHIR @2000;;16;PCS
;;2010400092;STC LABEL BND WETKINS BELI 1 GRATIS 1 @5000;;16;PCS
;;;;;;
3050105001;WIP WETKINS GANTI POPOK 50S ;3020303010;JR 40-76 H 20% R/80%P 36 CM ADPZ40;;0,7488;KG
;;2010106010;PACKAGING WKN GANTI POPOK @4807;;16;PCS
;;2010300001;STC REMOVABLE INNER FLIP TOP 5X3CM (BIRU) @7400;;16;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,001385;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,003325;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,15%;0,004156;KG
;;1050200024;PARFUM POWDERY/TLJ 80050 ;0,10%;0,002771;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,003463;KG
;;1050100001;CHEMICAL ABLUMINE/SANISOL ;0,05%;0,001385;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,10%;0,002771;KG
